Customer ID,Year,Quarter,Survey Date,Response Date,How likely are you to recommend insider to a friend or colleague ,How would you rate the value you gain from our company,How frequently are you using our platform,Please rate the overall quality of our products,Please rate the usability of the panel,Please rate your understanding of our reporting capabilities in the panel
CUS-1455300,2022,3,2022-07-01,2022-09-20,8,4,Once a Month,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1455300,2022,2,2022-04-01,2022-04-15,6,4,Once a Day,3,2.0,"I can pull all the numbers, but don't understand them"
CUS-1455300,2022,3,2022-07-01,2022-09-19,9,4,Once a Day,4,3.0,I tried but could not find everything I need
CUS-289850,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-289850,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-289850,2022,2,2022-04-01,2022-06-02,8,4,Once a Month,4,4.0,I am able to report everything easily
CUS-289850,2022,1,2022-01-01,2022-03-21,9,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1453900,2022,2,2022-04-01,2022-06-03,8,4,Once a Day,4,4.0,I don't use it often
CUS-1453900,2022,3,2022-07-01,2022-09-08,8,4,Once a Day,3,3.0,I tried but could not find everything I need
CUS-1453900,2022,1,2022-01-01,2022-03-01,10,4,Once a Day,4,4.0,I don't use it often
CUS-1453900,2022,1,2022-01-01,2022-03-21,10,4,Once a Day,4,4.0,I don't use it often
CUS-1453900,2022,2,2022-04-01,2022-05-31,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1453900,2022,3,2022-07-01,2022-07-06,9,4,Once a Day,4,4.0,I don't use it often
CUS-1451200,2022,2,2022-04-01,2022-04-01,4,4,Once a Day,3,4.0,I am able to report everything easily
CUS-1451200,2022,2,2022-04-01,2022-04-25,8,4,Once a Day,4,3.0,I tried but could not find everything I need
CUS-1451200,2022,3,2022-07-01,2022-08-29,8,4,Once a Day,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1451200,2022,2,2022-04-01,2022-04-25,7,4,Once a Day,4,4.0,I tried but could not find everything I need
CUS-1451200,2022,3,2022-07-01,2022-08-29,7,4,Once a Day,4,4.0,I am able to report everything easily
CUS-1476750,2022,1,2022-01-01,2022-02-01,10,5,Once a Week,5,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1476750,2022,2,2022-04-01,2022-06-07,10,5,Once a Day,5,4.0,I am able to report everything easily
CUS-1476750,2022,3,2022-07-01,2022-09-13,7,4,Once a Day,3,3.0,I tried but could not find everything I need
CUS-1476750,2022,2,2022-04-01,2022-06-07,10,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-203250,2022,1,2022-01-01,2022-02-01,7,3,Once a Week,3,3.0,"I can pull all the numbers, but don't understand them"
CUS-203250,2022,1,2022-01-01,2022-03-30,6,3,Once a Week,3,2.0,"I can pull all the numbers, but don't understand them"
CUS-203250,2022,2,2022-04-01,2022-06-29,7,4,Once a Week,3,3.0,I am able to report everything easily
CUS-203250,2022,2,2022-04-01,2022-04-20,7,4,Once a Month,3,4.0,"I can pull all the numbers, but don't understand them"
CUS-203250,2022,3,2022-07-01,2022-09-14,10,5,Once a Week,4,3.0,"I can pull all the numbers, but don't understand them"
CUS-1492800,2022,2,2022-04-01,2022-06-01,2,2,Once a Week,4,4.0,I tried but could not find everything I need
CUS-1492800,2022,3,2022-07-01,2022-08-05,3,2,Once a Week,2,2.0,"I can pull all the numbers, but don't understand them"
CUS-1492800,2022,1,2022-01-01,2022-02-01,8,4,Once a Day,4,3.0,"I can pull all the numbers, but don't understand them"
CUS-1492800,2022,3,2022-07-01,2022-08-15,10,5,Once a Day,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1384400,2022,2,2022-04-01,2022-06-30,7,3,Once a Day,3,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1384400,2022,3,2022-07-01,2022-09-27,7,4,Once a Day,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1384400,2022,1,2022-01-01,2022-02-01,8,4,Once a Day,4,4.0,I tried but could not find everything I need
CUS-1384400,2022,1,2022-01-01,2022-03-21,8,4,Once a Day,4,4.0,I tried but could not find everything I need
CUS-1384400,2022,1,2022-01-01,2022-03-21,7,4,Once a Day,4,3.0,I tried but could not find everything I need
CUS-1484000,2022,1,2022-01-01,2022-03-31,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1513800,2022,2,2022-04-01,2022-06-28,9,5,Once a Month,5,5.0,"I can pull all the numbers, but don't understand them"
CUS-712600,2022,2,2022-04-01,2022-06-27,7,4,Once a Day,4,4.0,I am able to report everything easily
CUS-714500,2022,2,2022-04-01,2022-06-30,8,4,Once a Day,4,4.0,I am able to report everything easily
CUS-714600,2022,3,2022-07-01,2022-09-14,8,5,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-590150,2022,3,2022-07-01,2022-09-29,8,4,Once a Week,4,4.0,I am able to report everything easily
CUS-590150,2022,2,2022-04-01,2022-06-27,8,4,Once a Day,4,4.0,I tried but could not find everything I need
CUS-590150,2022,1,2022-01-01,2022-03-01,6,3,Once a Day,4,4.0,I am able to report everything easily
CUS-590150,2022,1,2022-01-01,2022-03-21,6,3,Once a Day,4,4.0,I am able to report everything easily
CUS-590150,2022,2,2022-04-01,2022-06-30,7,4,Once a Day,4,4.0,I am able to report everything easily
CUS-617450,2022,3,2022-07-01,2022-09-15,7,4,Once a Day,3,3.0,"I can pull all the numbers, but don't understand them"
CUS-617450,2022,3,2022-07-01,2022-09-30,8,4,Once a Week,3,4.0,I am able to report everything easily
CUS-608250,2022,3,2022-07-01,2022-09-21,8,4,Once a Week,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-608250,2022,1,2022-01-01,2022-03-28,9,5,Once a Day,4,3.0,I am able to report everything easily
CUS-608250,2022,3,2022-07-01,2022-09-21,8,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-608250,2022,3,2022-07-01,2022-07-12,7,4,Once a Day,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-480100,2022,3,2022-07-01,2022-09-26,8,4,Once a Week,3,3.0,I tried but could not find everything I need
CUS-480100,2022,3,2022-07-01,2022-09-02,9,4,Once a Month,4,3.0,I am able to report everything easily
CUS-714500,2022,1,2022-01-01,2022-02-01,7,4,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-949800,2022,2,2022-04-01,2022-06-17,8,4,Once a Day,4,3.0,I am able to report everything easily
CUS-949800,2022,3,2022-07-01,2022-09-19,6,3,Once a Day,4,4.0,I am able to report everything easily
CUS-949800,2022,3,2022-07-01,2022-09-28,7,3,Once a Day,3,3.0,I am able to report everything easily
CUS-1500800,2022,2,2022-04-01,2022-06-17,7,4,Once a Month,4,5.0,I don't use it often
CUS-1500800,2022,3,2022-07-01,2022-09-29,10,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1500800,2022,2,2022-04-01,2022-06-17,10,5,Once a Week,5,5.0,I tried but could not find everything I need
CUS-1500800,2022,2,2022-04-01,2022-04-16,7,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1500800,2022,3,2022-07-01,2022-09-11,8,4,Once a Day,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1500800,2022,2,2022-04-01,2022-04-01,9,5,Once a Day,5,4.0,I tried but could not find everything I need
CUS-1500800,2022,3,2022-07-01,2022-09-27,9,5,Once a Day,5,5.0,I tried but could not find everything I need
CUS-1514800,2022,2,2022-04-01,2022-06-15,10,4,Once a Week,4,2.0,I don't use it often
CUS-1514800,2022,3,2022-07-01,2022-09-02,8,4,Once a Month,4,2.0,I am able to report everything easily
CUS-1514800,2022,2,2022-04-01,2022-06-24,10,5,Once a Day,5,5.0,I don't use it often
CUS-1514800,2022,3,2022-07-01,2022-09-23,7,4,Once a Week,4,4.0,I don't use it often
CUS-1086200,2022,2,2022-04-01,2022-05-31,6,4,Once a Day,3,2.0,I tried but could not find everything I need
CUS-830700,2022,2,2022-04-01,2022-05-27,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-830700,2022,3,2022-07-01,2022-09-28,10,5,Once a Week,5,5.0,"I can pull all the numbers, but don't understand them"
CUS-833950,2022,2,2022-04-01,2022-04-25,7,4,Once a Day,3,3.0,I tried but could not find everything I need
CUS-833950,2022,3,2022-07-01,2022-09-22,10,5,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-833950,2022,2,2022-04-01,2022-04-16,7,5,Once a Day,4,4.0,I tried but could not find everything I need
CUS-1463400,2022,2,2022-04-01,2022-06-06,8,4,Once a Day,4,4.0,I tried but could not find everything I need
CUS-1463400,2022,1,2022-01-01,2022-03-21,7,4,Once a Day,4,3.0,I tried but could not find everything I need
CUS-783450,2022,1,2022-01-01,2022-03-31,9,5,Once a Week,5,5.0,I am able to report everything easily
CUS-783450,2022,2,2022-04-01,2022-06-23,7,3,Once a Week,2,2.0,I don't use it often
CUS-783450,2022,3,2022-07-01,2022-09-22,7,3,Once a Week,3,4.0,I don't use it often
CUS-1500500,2022,3,2022-07-01,2022-08-17,10,5,Once a Day,4,4.0,I am able to report everything easily
CUS-1500500,2022,3,2022-07-01,2022-08-16,7,3,Once a Week,3,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1499600,2022,1,2022-01-01,2022-03-31,5,3,Once a Day,3,5.0,I am able to report everything easily
CUS-1499600,2022,3,2022-07-01,2022-07-01,5,4,Once a Day,4,5.0,I am able to report everything easily
